id,username,city,state,region,geo
1,@00fakeorgasm00,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
2,@01_tatielly,Praia Grande,SP,Região Sudeste,"-24.0088591924201,-46.4124560039531"
3,@0301Clarinha,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
4,@09_thayany,Santa Cruz,RN,Região Nordeste,"-6.22516518618205,-36.0195925753358"
5,@0criatividaders,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
6,@0eemilly,Jesuítas,PR,Região Sul,"-24.3843808144387,-53.3853651096279"
7,@10_Colorada_,Vacaria,RS,Região Sul,"-28.5083466091464,-50.94223668207521"
8,@10centavo,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
9,@10matheusmoura,Itaboraí,RJ,Região Sudeste,"-22.756989900669303,-42.8642753982773"
10,@13Nicollydias,Guarulhos,SP,Região Sudeste,"-23.4542372278899,-46.5337451474112"
11,@13_nycolas,Santos,SP,Região Sudeste,"-23.9540242306511,-46.3354403061774"
12,@16KellyCardoso,Paraíba do Sul,RJ,Região Sudeste,"-22.1589447941044,-43.3043759637246"
13,@16th1989,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
14,@171juliana9,São João de Meriti,RJ,Região Sudeste,"-22.8062608831173,-43.3732941906965"
15,@1903_amandinha,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
16,@1903bina,Venâncio Aires,RS,Região Sul,"-29.6147822514602,-52.19361763175421"
17,@1995deagosto,Maringá,PR,Região Sul,"-23.4210097512809,-51.93373105595101"
18,@1FRESCO_,Atibaia,SP,Região Sudeste,"-23.117537147628003,-46.556659303318796"
19,@1bruninha__,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
20,@1jackp_,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
21,@1laranjada,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
22,@1vbanana,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
23,@1mariagodoy,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
24,@1x_gabriel,Cabo de Santo Agostinho,PE,Região Nordeste,"-8.28260686269251,-35.0255825235068"
25,@1xibiu,Aracaju,SE,Região Nordeste,"-10.9100146308586,-37.068273963857706"
26,@1pretom,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
27,@1sininhooo,Araranguá,SC,Região Sul,"-28.9360991441822,-49.49224683345661"
28,@1tsdani,Palmas,TO,Região Norte,"-26.484339390946,-51.9892562555805"
29,@2017Junia,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
30,@21_joseaugusto,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
31,@29Lendario,Balneário Camboriú,SC,Região Sul,"-26.9930767528523,-48.635576321370706"
32,@1nunes_,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
33,@2Mporto,Itapemirim,ES,Região Sudeste,"-21.009995882541197,-40.83102019486"
34,@2mgclonazepam,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
35,@2nb4you,Vila Velha,ES,Região Sudeste,"-20.3421870888842,-40.287803385123"
36,@2pHNNBL,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
37,@30_GabrielSilva,Lauro Muller,SC,Região Sul,"-28.386382741250202,-49.4039152345201"
38,@321_raquel,Castelo,ES,Região Sudeste,"-20.6037365165973,-41.2034859783311"
39,@404err0r_,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
40,@666maupi,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
41,@6ixzin,Taboão da Serra,SP,Região Sudeste,"-23.602346108550602,-46.7530370879862"
42,@7Gati7,Taubaté,SP,Região Sudeste,"-23.0108942988313,-45.559650154270706"
43,@4jose_samoel4,Florianópolis,SC,Região Sul,"-27.5954547370575,-48.5485480467415"
44,@4rtucoe,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
45,@4wkwarad,Imperatriz,MA,Região Nordeste,"-5.518873155601058,-47.4780990276142"
46,@AAPPereiR,São Bernardo do Campo,SP,Região Sudeste,"-23.691891859172202,-46.565016078214995"
47,@ALuiz69,Pato Branco,PR,Região Sul,"-26.229705764057304,-52.6710775263114"
48,@ALuizCosta,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
49,@AMMGUSTA,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
50,@ABILIOPAV,Neves Paulista,SP,Região Sudeste,"-20.845992133357,-49.62994872287271"
51,@AKaramazovy,Raposa,MA,Região Nordeste,"-2.44267420743319,-44.1031676114413"
52,@ALEXANDRELILA,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
53,@ALEXXANDREPR,Palmas,TO,Região Norte,"-26.484339390946,-51.9892562555805"
54,@ALittleFunny1,Alvorada,TO,Região Norte,"-12.4788989333766,-49.1253164591905"
55,@10elevadomenos9,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
56,@1cris23,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
57,@83_rlc,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
58,@7abacates,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
59,@7e0e57412ad844d,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
60,@7maristb,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
61,@8joaovitorlima,Santarém,PA,Região Norte,"-6.48403336937383,-38.4767065476871"
62,@948aurora,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
63,@98LucasBaptista,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
64,@AMcarrilho,Flórida Paulista,SP,Região Sudeste,"-21.613173055485202,-51.1728678137764"
65,@APMLEME,São Bernardo do Campo,SP,Região Sudeste,"-23.691891859172202,-46.565016078214995"
66,@AVENGERBCM,Gravataí,RS,Região Sul,"-29.9361751225846,-51.0166602117503"
67,@A_DinizzZ,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
68,@Aaaacaroline_,Santos,SP,Região Sudeste,"-23.9540242306511,-46.3354403061774"
69,@ARTD4NI,Diamantina,MG,Região Sudeste,"-18.2417823044769,-43.6034638500451"
70,@ASerantoni,São José do Rio Preto,SP,Região Sudeste,"-20.811753130780602,-49.3761763331364"
71,@ATVSigilo,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
72,@ATaldaMaysa,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
73,@AaahMarques,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
74,@Acleciagb,São Mateus,ES,Região Sudeste,"-18.7218832868532,-39.858274095191"
75,@Aborrecidinho,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
76,@AdoradoresT,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
77,@AbreuRenatha,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
78,@AbdallaRossini,Cuiabá,MT,Região Centro-Oeste,"-15.601845763845198,-56.098268874030296"
79,@AbdelSantos8,Joinville,SC,Região Sul,"-26.304977519187002,-48.849098216220796"
80,@AboborasBacks,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
81,@Abtriz_19,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
82,@AdaBeatriz15,Caxias,MA,Região Nordeste,"-4.865453832309691,-43.362095276888105"
83,@AdiRebelo,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
84,@AdrianoNovais13,Costa Rica,MS,Região Centro-Oeste,"-18.5436505141603,-53.1291582262767"
85,@AdrielleJanys,São José dos Pinhais,PR,Região Sul,"-25.531820631244106,-49.203519811595"
86,@AfrnioJoseGoul1,Belford Roxo,RJ,Região Sudeste,"-22.7645266785395,-43.3995842650222"
87,@AdrielyMoreir13,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
88,@AfroLeninista,Campo Grande,AL,Região Nordeste,"-9.95585855519422,-36.7929120262045"
89,@Adria_Stratta7,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
90,@AdrianLorenna,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
91,@AdrianoCezak,São José dos Pinhais,PR,Região Sul,"-25.531820631244106,-49.203519811595"
92,@Adrmnium,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
93,@AdsumP,Pindorama,SP,Região Sudeste,"-21.1857664064966,-48.90901736684801"
94,@AdvNinguem,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
95,@AfroditeStore,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
96,@Aghata_Silva02,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
97,@AlanSan74972803,Pontal,SP,Região Sudeste,"-21.0220329571847,-48.0426623152807"
98,@Agrocria_,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
99,@AlanaCampigotto,Gramado dos Loureiros,RS,Região Sul,"-27.4433652475751,-52.9153148429601"
100,@Alana_Kuczanski,Guarapuava,PR,Região Sul,"-25.390707687436198,-51.4627538765273"
101,@AhhMands,Paraná,RN,Região Nordeste,"-6.48149734056721,-38.3110543968848"
102,@Aihalys,Maceió,AL,Região Nordeste,"-9.666854605479,-35.7355523147179"
103,@Aiii_Anaa,Ribeirão Preto,SP,Região Sudeste,"-21.1703919818815,-47.810275193353796"
104,@AilaMar50957756,Goiás,GO,Região Centro-Oeste,"-15.940846541554599,-50.143351554832"
105,@Ajnr07,São João de Meriti,RJ,Região Sudeste,"-22.8062608831173,-43.3732941906965"
106,@Alala_lb,Vila Velha,ES,Região Sudeste,"-20.3421870888842,-40.287803385123"
107,@Alanaklaus1,Balneário Barra do Sul,SC,Região Sul,"-26.460189583563494,-48.612739195874504"
108,@Ale_simas,Paranaguá,PR,Região Sul,"-25.5165575464854,-48.5229462382874"
109,@Alessandrokrlho,Macapá,AP,Região Norte,"0.034192803998319,-51.07018035360021"
110,@Aldx_xia,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
111,@Ale25309350,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
112,@AlePerez_Photo,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
113,@Aleeecrvg,Jacutinga,MG,Região Sudeste,"-22.2864454084492,-46.6169703208995"
114,@Alessan65104463,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
115,@AlannaSerafim,João Pessoa,PB,Região Nordeste,"-7.11592917061141,-34.8646960588407"
116,@Alcacova_,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
117,@Alex_Ferreira7,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
118,@AlexanderBarach,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
119,@AlexandraJssic3,Itaboraí,RJ,Região Sudeste,"-22.756989900669303,-42.8642753982773"
120,@Alexfrd,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
121,@Alexsandramott6,Timóteo,MG,Região Sudeste,"-19.5764184481619,-42.6480371017239"
122,@AlexxCRF,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
123,@AlicBarb,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
124,@AliceRinaldi12,Campo Grande,AL,Região Nordeste,"-9.95585855519422,-36.7929120262045"
125,@Alicecoutooo,Juazeiro do Norte,CE,Região Nordeste,"-7.219288499521768,-39.3162441651596"
126,@AlexandreBini10,Petrópolis,RJ,Região Sudeste,"-22.5204473163166,-43.192985126326285"
127,@AlexandreCruz,Porto,PI,Região Nordeste,"-3.8917146289613513,-42.7115279722458"
128,@Alexandrewell,Parnaíba,PI,Região Nordeste,"-2.9062365568320203,-41.775722856543396"
129,@AliiceHenriques,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
130,@Allan0li_,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
131,@AllanPrattes,Duartina,SP,Região Sudeste,"-22.4150308195667,-49.408769079326895"
132,@Allis96178721,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
133,@Aline_Santoro,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
134,@AlineeMW,Marechal Cândido Rondon,PR,Região Sul,"-24.558352191275894,-54.05656471499579"
135,@Alinemarcelice,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
136,@Aliveiran,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
137,@Alkastar7,Maceió,AL,Região Nordeste,"-9.666854605479,-35.7355523147179"
138,@AlloSylva,Florianópolis,SC,Região Sul,"-27.5954547370575,-48.5485480467415"
139,@AllyneBadaro,Palmas,TO,Região Norte,"-26.484339390946,-51.9892562555805"
140,@AlmirSantos1974,Maricá,RJ,Região Sudeste,"-22.935920612649106,-42.8249575990061"
141,@AlvesMarhyane,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
142,@Alxbonfim,Valentim Gentil,SP,Região Sudeste,"-20.4221422353335,-50.0893407783631"
143,@Alves_stelaa,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
144,@AmandaAirencio,Niterói,RJ,Região Sudeste,"-22.883695780715605,-43.1037394672983"
145,@Alvin_tremm,Caxias,MA,Região Nordeste,"-4.865453832309691,-43.362095276888105"
146,@Alonsos_bea,Itararé,SP,Região Sudeste,"-24.1089246591793,-49.335633870120795"
147,@Aluado1997,Maracanaú,CE,Região Nordeste,"-3.86738674893309,-38.626214323688295"
148,@AlvesBiaalves99,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
149,@AmandaC77860294,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
150,@AmandaMaurer8,Rio Negro,PR,Região Sul,"-26.0954982200989,-49.79865874003679"
151,@AmandaS14489673,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
152,@Amanda_Aquino13,Cachoeiro de Itapemirim,ES,Região Sudeste,"-20.846694644798397,-41.1201819331082"
153,@Amandaacrr21,Florianópolis,SC,Região Sul,"-27.5954547370575,-48.5485480467415"
154,@Amarall_sc,Passo de Torres,SC,Região Sul,"-29.310368323512996,-49.722603228762395"
155,@Amazcrf,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
156,@Ammir35728226,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
157,@Amandacl11,Paraíso do Tocantins,TO,Região Norte,"-10.1754220498394,-48.8826548727668"
158,@Amanditt4,Jaraguá do Sul,SC,Região Sul,"-26.485563281032,-49.0716753627438"
159,@AmaraesMillaaa,Angélica,MS,Região Centro-Oeste,"-22.1531146490964,-53.771229020319396"
160,@AmorsempMica,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
161,@AnBastiansch,Paraná,RN,Região Nordeste,"-6.48149734056721,-38.3110543968848"
162,@AnaClar56939609,Pedro Canário,ES,Região Sudeste,"-18.3008922642001,-39.9577039952474"
163,@AnaCllara_,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
164,@AnaClr_Silva,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
165,@AnaC_Vieiira,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
166,@AnaCaro35018986,Rio Bonito do Iguaçu,PR,Região Sul,"-25.487851697678,-52.5296498723745"
167,@AnaCaro51610961,Volta Redonda,RJ,Região Sudeste,"-22.5206942028773,-44.09993357916061"
168,@AnaMariaAlbuqu7,Ijuí,RS,Região Sul,"-28.3885164520758,-53.9204240301255"
169,@AnaMarson5,Astorga,PR,Região Sul,"-23.2322920202188,-51.6672078069969"
170,@AnaPedra_,Valparaíso,SP,Região Sudeste,"-21.2233907159638,-50.8702938301324"
171,@AnaWale57952161,João Pessoa,PB,Região Nordeste,"-7.11592917061141,-34.8646960588407"
172,@Ana_BeaTrixie,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
173,@AnaMattosx,São João de Meriti,RJ,Região Sudeste,"-22.8062608831173,-43.3732941906965"
174,@AnaMotaaaaa,Campos dos Goytacazes,RJ,Região Sudetes,"-21.762656753133893,-41.3184115835903"
175,@AnaPaschoal3,Barbacena,MG,Região Sudeste,"-21.2219244020677,-43.7706388588634"
176,@AnaaLucca,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
177,@Anaaluizaf_,Corbélia,PR,Região Sul,"-24.797585939250894,-53.301022065820206"
178,@Anaareisz,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
179,@AzevedoTalia,Nova Friburgo,RJ,Região Sudeste,"-22.293709012704802,-42.538058813460395"
180,@BASOLIFE,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
181,@BBrunizio,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
182,@BELAzADORMECIDA,Vitória,ES,Região Sudeste,"-20.316436299583106,-40.313497603987706"
183,@BIGRIK__,Nova Iorque,MA,Região Nordeste,"-6.7308820927686,-44.04748894921121"
184,@BOBsESPONJAs,Santarém,PA,Região Norte,"-6.48403336937383,-38.4767065476871"
185,@BR1DAA,Penha,SC,Região Sul,"-26.775900219793602,-48.6469485877549"
186,@BR_UNAFRANCO,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
187,@BTRFOREVEBRASIL,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
188,@Babi__pereira,São Borja,RS,Região Sul,"-28.6582896038268,-56.004080690563704"
189,@Babihslv,Taguatinga,TO,Região Norte,"-12.3981037513346,-46.4346330290493"
190,@Badconstant,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
191,@BarbieGi__,Guarulhos,SP,Região Sudeste,"-23.4542372278899,-46.5337451474112"
192,@Barbalho12345,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
193,@BarbaraZampoli,Santo André,PB,Região Nordeste,"-7.220208844282169,-36.6316342062734"
194,@Barbarafernanz,Paraná,RN,Região Nordeste,"-6.48149734056721,-38.3110543968848"
195,@BatLais,Juiz de Fora,MG,Região Sudeste,"-21.7600012962083,-43.3401301812582"
196,@BatataYuki,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
197,@Bazeth_,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
198,@BarnardB20,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
199,@Barroso_015,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
200,@BastidaLarissa,Ourizona,PR,Região Sul,"-23.4058059838842,-52.1968146160448"
201,@Be_bcastro,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
202,@Bea_ffc1902,São João de Meriti,RJ,Região Sudeste,"-22.8062608831173,-43.3732941906965"
203,@BeaaNunesFT,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
204,@Beaatrizmanuela,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
205,@Beabarbozza,Três Lagoas,MS,Região Centro-Oeste,"-20.7853114083773,-51.7011546804654"
206,@Beatriz70633405,Alegrete,RS,Região Sul,"-29.789099549211503,-55.80249671199929"
207,@BeatrizSilvestt,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
208,@Beatrr2,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
209,@Bebetosouzaa,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
210,@BeimsKim,Florianópolis,SC,Região Sul,"-27.5954547370575,-48.5485480467415"
211,@BeiruthGiovanna,Senador Guiomard,AC,Região Norte,"-10.150084894023196,-67.73666289302861"
212,@BelaEduarda8,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
213,@Belinhaalves10,Cachoeirinha,TO,Região Norte,"-8.48836979699532,-36.2369841095732"
214,@Bergger3,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
215,@BergheRian,Santo André,PB,Região Nordeste,"-7.220208844282169,-36.6316342062734"
216,@BernardoBAlves,Braga,RS,Região Sul,"-27.617815833178202,-53.7409736469232"
217,@Belleminx,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
218,@BelovedNico,Alegrete,RS,Região Sul,"-29.789099549211503,-55.80249671199929"
219,@BenHurMed,Taguatinga,TO,Região Norte,"-12.3981037513346,-46.4346330290493"
220,@BeneditoJos15,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
221,@BepplerS,Volta Redonda,RJ,Região Sudeste,"-22.5206942028773,-44.09993357916061"
222,@BerMuller96,Cachoeira do Sul,RS,Região Sul,"-30.038980340700498,-52.8939394585595"
223,@Bernasimples,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
224,@BetaAmaral4,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
225,@BetoHolder,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
226,@Bia_Sylvestre,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
227,@Biahhflores,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
228,@BianeCRF,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
229,@Bhrenda_Pimenta,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
230,@BiaNCaldas,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
231,@BiaPaess_,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
232,@Biatia,Recreio,MG,Região Sudeste,"-21.5293753875557,-42.467964357576"
233,@Biavieiranogue,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
234,@Biazinha_santos,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
235,@BielGFBPA,São Pedro da Aldeia,RJ,Região Sudeste,"-22.8433469593526,-42.1029611025327"
236,@Bielflu,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
237,@BiiaCarvalhoo2,Belford Roxo,RJ,Região Sudeste,"-22.7645266785395,-43.3995842650222"
238,@BinaScalfone,Cariacica,ES,Região Sudeste,"-20.2636837308909,-40.416895448199796"
239,@Bipolarizando5,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
240,@Biuwhat,Ponta Grossa,PR,Região Sul,"-25.092095789780196,-50.1672145640905"
241,@Bkaylane11,Canoas,RS,Região Sul,"-29.913238191553607,-51.186134416304995"
242,@BlendaDomingos,Duque de Caxias,RJ,Região Sudeste,"-22.7862859741359,-43.3052686489186"
243,@BlogNiteroi,Niterói,RJ,Região Sudeste,"-22.883695780715605,-43.1037394672983"
244,@BoiBerra,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
245,@BorbaBruna,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
246,@BorgeesMt,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
247,@Blog_Andre_,Sul Brasil,SC,Região Sul,"-26.7356168073774,-52.96441630243879"
248,@Blondpullman,Cotia,SP,Região Sudeste,"-23.602655680178298,-46.91942121913221"
249,@Bobbyilustra,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
250,@BorgesGranado,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
251,@Borghi74091875,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
252,@BorherDiego,Seropédica,RJ,Região Sudeste,"-22.753067896026,-43.715858490846"
253,@BorsatoLima,Maringá,PR,Região Sul,"-23.4210097512809,-51.93373105595101"
254,@Br_costa92,Maricá,RJ,Região Sudeste,"-22.935920612649106,-42.8249575990061"
255,@Branquinha772,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
256,@BrendaTribuzy,Boa Vista,RR,Região Norte,"-7.25982829092351,-36.236921190970996"
257,@Brenda_Viana54,Planaltina,GO,Região Centro-Oeste,"-15.4524816872473,-47.609270979956506"
258,@Brawraw,Itararé,SP,Região Sudeste,"-24.1089246591793,-49.335633870120795"
259,@Brecards_,Torres,RS,Região Sul,"-29.3339220964493,-49.733730158237"
260,@BregueirAtipica,Ananindeua,PA,Região Norte,"-1.36429274124725,-48.374674889606396"
261,@Breno_Sant0s,Duque de Caxias,RJ,Região Sudeste,"-22.7862859741359,-43.3052686489186"
262,@Breno_Santtoos,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
263,@Brilha_Brilhavd,Espírito Santo,RN,Região Nordeste,"-6.33291257920622,-35.311739347146286"
264,@Bruh_bonny,Seara,SC,Região Sul,"-27.156903714443693,-52.299493839834994"
265,@Brulays007,Pomerode,SC,Região Sul,"-26.7388355391399,-49.1788830165841"
266,@Brendamodelm,Mafra,SC,Região Sul,"-26.1164122370641,-49.809052884425704"
267,@Brenno_mn,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
268,@BrenoLEsquerdo,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
269,@Brochier_Amanda,Teutônia,RS,Região Sul,"-29.4486823281849,-51.8048303733384"
270,@Brooklynbaby30,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
271,@Brottherhood,Taquara,RS,Região Sul,"-29.6509521636934,-50.7757275236831"
272,@Brubesw,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
273,@BruceKezia,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
274,@BruceLarrat,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
275,@BrunaBruneete,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
276,@BrunaHeleena,Joinville,SC,Região Sul,"-26.304977519187002,-48.849098216220796"
277,@Brunaac0302,Itaí,SP,Região Sudeste,"-23.4217624688302,-49.092420098327295"
278,@BrunnoAirao,Vitória,ES,Região Sudeste,"-20.316436299583106,-40.313497603987706"
279,@BrunoQuiodetto,Mauá,SP,Região Sudeste,"-23.6681500543975,-46.46166129963161"
280,@Brunafcruz,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
281,@Bruninn010,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
282,@Brunnet210316,Niterói,RJ,Região Sudeste,"-22.883695780715605,-43.1037394672983"
283,@Brunomartin05,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
284,@BrunuTeodoro,Espírito Santo,RN,Região Nordeste,"-6.33291257920622,-35.311739347146286"
285,@Brurabelloo,Araranguá,SC,Região Sul,"-28.9360991441822,-49.49224683345661"
