id,username,city,state,region,geo
1424,@ROSEMARY_0412,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1425,@RaayFerreira25,Petrópolis,RJ,Região Sudeste,"-22.5204473163166,-43.192985126326285"
1426,@RaayLemos18,Mesquita,MG,Região Sudeste,"-22.803296051758103,-43.4604411748326"
1427,@RafaLisbooa,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1428,@RafaSteffen03,Canoas,RS,Região Sul,"-29.913238191553607,-51.186134416304995"
1429,@Rafa_Silveira03,Pelotas,RS,Região Sul,"-31.765376687186,-52.3375278592511"
1430,@RafaaGoulartt,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1431,@RafaelGouveiaM,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
1432,@RafaelMazs,Coribe,BA,Região Nordeste,"-13.8280933910082,-44.456937838086006"
1433,@RafaelNicacio2,Natal,RN,Região Nordeste,"-5.79438865686087,-35.1991825508821"
1434,@RafaelSafonoff,Ponta Grossa,PR,Região Sul,"-25.092095789780196,-50.1672145640905"
1435,@RafaelTcheba,Barão de Cocais,MG,Região Sudeste,"-19.939417257563697,-43.4758916948312"
1436,@Rafael_crf,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
1437,@RafaelaCustdio,Criciúma,SC,Região Sul,"-28.6727510189599,-49.3733229307238"
1438,@RafaelaKalinow1,Canoas,RS,Região Sul,"-29.913238191553607,-51.186134416304995"
1439,@Rafaela_Maced,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1440,@RafaelaRafacho,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
1441,@Rafaelaaa_Ramos,São José dos Pinhais,PR,Região Sul,"-25.531820631244106,-49.203519811595"
1442,@RafaelakkMendes,Campinas,SP,Região Sudeste,"-22.905822218783694,-47.066350129618904"
1443,@RafinhaSiqueir5,Maracanaú,CE,Região Nordeste,"-3.86738674893309,-38.626214323688295"
1444,@Rafubd,Coimbra,MG,Região Sudeste,"-20.8539841485127,-42.801172087009505"
1445,@RafaellaViera_,Silveira Martins,RS,Região Sul,"-29.641981202664102,-53.5859386309622"
1446,@Rafafre32391413,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
1447,@Rafamorena14,Olaria,MG,Região Sudeste,"-21.86026930422,-43.9359336592501"
1448,@Rafazuda12,Macapá,AP,Região Norte,"0.034192803998319,-51.07018035360021"
1449,@RafinhaLct,Santos,SP,Região Sudeste,"-23.9540242306511,-46.3354403061774"
1450,@RafinhaLopes_1,Viamão,RS,Região Sul,"-30.0823800331527,-51.0198880851479"
1451,@Ramonassx,Londrina,PR,Região Sul,"-23.304441563168602,-51.169527954165204"
1452,@Ramonzoid_,Cataguases,MG,Região Sudeste,"-21.392871398437602,-42.6900126123682"
1453,@RaphaCintraa,Itapecerica da Serra,SP,Região Sudeste,"-23.716614175971493,-46.85759414699229"
1454,@Raiisaalcantara,Rio Branco,AC,Região Norte,"-15.2470683790461,-58.12674402235911"
1455,@RaphaelLoyola1,Vitória,ES,Região Sudeste,"-20.316436299583106,-40.313497603987706"
1456,@Raimedeiros,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
1457,@RaphaelaAssuno2,Alfenas,MG,Região Sudeste,"-21.4261031852373,-45.9481154436652"
1458,@RamalhoPaulo,Cuiabá,MT,Região Centro-Oeste,"-15.601845763845198,-56.098268874030296"
1459,@Raquelogica,Aveiro,PA,Região Norte,"-3.6088032956831495,-55.3203567818931"
1460,@Ravenclownie,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1461,@Rastaaa__,Grajaú,MA,Região Nordeste,"-5.820168619644389,-46.155850221674214"
1462,@Ratiaaane,Juiz de Fora,MG,Região Sudeste,"-21.7600012962083,-43.3401301812582"
1463,@Rato051,Porto,PI,Região Nordeste,"-3.8917146289613513,-42.7115279722458"
1464,@RaySaantos2,Japeri,RJ,Região Sudeste,"-22.6439856541754,-43.6606037996877"
1465,@Rayanenany_,Penha,SC,Região Sul,"-26.775900219793602,-48.6469485877549"
1466,@RaphaelaOceane,Aracaju,SE,Região Nordeste,"-10.9100146308586,-37.068273963857706"
1467,@RaulStevanato,Iacanga,SP,Região Sudeste,"-21.8899904234113,-49.0249492785238"
1468,@Rauzadacrf,São João de Meriti,RJ,Região Sudeste,"-22.8062608831173,-43.3732941906965"
1469,@Raphas_geo,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
1470,@Raquelcaa20,Penha,SC,Região Sul,"-26.775900219793602,-48.6469485877549"
1471,@RaynerCout,Cariacica,ES,Região Sudeste,"-20.2636837308909,-40.416895448199796"
1472,@Rcguimaraes23,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1473,@RePezMich,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1474,@RealMauricioGil,Caiana,MG,Região Sudeste,"-20.696059381475397,-41.9295664596996"
1475,@RebecaEmilly15,Marabá,PA,Região Norte,"-5.381150391608009,-49.1330550177814"
1476,@Rebecafalcaog,Porto Velho,RO,Região Norte,"-8.76157307062849,-63.9008244409344"
1477,@Rebeka70695212,João Pessoa,PB,Região Nordeste,"-7.11592917061141,-34.8646960588407"
1478,@RebekaCoutinho,Macapá,AP,Região Norte,"0.034192803998319,-51.07018035360021"
1479,@Recadosdeumbar,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
1480,@RedinAndreina,Alto Paraná,PR,Região Sul,"-23.1317099800318,-52.3193274728445"
1481,@ReeDuveza,Santo Anastácio,SP,Região Sudeste,"-21.975123807747693,-51.65308882539289"
1482,@ReginaDianni,Caruaru,PE,Região Nordeste,"-8.28497318403908,-35.9701595565373"
1483,@Reismylena17,Cabo Frio,RJ,Região Sudeste,"-22.8899182938786,-42.0289596859096"
1484,@RenanBarcello15,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1485,@ReginaEduarda6,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1486,@ReginauroSousa,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
1487,@ReiisHarry,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
1488,@RenanMarczak,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
1489,@RenanPiquet,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1490,@RenanSous01,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
1491,@Renanoliveiragd,Sumaré,SP,Região Sudeste,"-22.820891440304397,-47.273224269725"
1492,@RenataBEsse,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
1493,@RenataSill,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
1494,@RenildoComenta,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
1495,@Renata_sem_2,Campos dos Goytacazes,RJ,Região Sudetes,"-21.762656753133893,-41.3184115835903"
1496,@Renatuxavoso,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
1497,@ReneFraga,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1498,@Rhaerys,Joinville,SC,Região Sul,"-26.304977519187002,-48.849098216220796"
1499,@RhaiSilva,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
1500,@RhajjahBenites,Campo Grande,AL,Região Nordeste,"-9.95585855519422,-36.7929120262045"
1501,@Resiliencia021,Campo Grande,AL,Região Nordeste,"-9.95585855519422,-36.7929120262045"
1502,@Rey_br2,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1503,@ReymondJoyce,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
1504,@Rhay_Alvesss,Espírito Santo,RN,Região Nordeste,"-6.33291257920622,-35.311739347146286"
1505,@Ribeiro_marcy13,Cabo Frio,RJ,Região Sudeste,"-22.8899182938786,-42.0289596859096"
1506,@Ricardo_Savino,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
1507,@Ricardobarsil,Rio das Ostras,RJ,Região Sudeste,"-22.517865149892202,-41.947872110129794"
1508,@Richardthizao,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
1509,@Rmarinho22,Mesquita,MG,Região Sudeste,"-22.803296051758103,-43.4604411748326"
1510,@Robsonnsilva7,Jaguaquara,BA,Região Nordeste,"-13.5252855798288,-39.96434012595979"
1511,@Roby_Scheffer,Torres,RS,Região Sul,"-29.3339220964493,-49.733730158237"
1512,@RochaBaixinha,Piedade,SP,Região Sudeste,"-23.714418688889605,-47.4259769831627"
1513,@RodriiguesReh,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
1514,@Rogerio22958093,Taubaté,SP,Região Sudeste,"-23.0108942988313,-45.559650154270706"
1515,@Rodolfiinho11,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
1516,@RodrigoB4rros,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1517,@RodrigoKildare,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
1518,@RodrigoLuizRan2,Sertãozinho,PB,Região Nordeste,"-6.751689902248371,-35.437450576093504"
1519,@Rodrigo__SP,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1520,@Rodrigocampagn8,São Paulo de Olivença,AM,Região Norte,"-3.4619331778470896,-68.950986328642"
1521,@RomaoIrismar,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
1522,@RomeroSousa4,São João de Meriti,RJ,Região Sudeste,"-22.8062608831173,-43.3732941906965"
1523,@Ronald__Santo,Feira de Santana,BA,Região Nordeste,"-12.266875258915801,-38.966615330599296"
1524,@RonielRodrig,Maceió,AL,Região Nordeste,"-9.666854605479,-35.7355523147179"
1525,@Roroconha,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1526,@RosaShaueny,Franca,SP,Região Sudeste,"-20.535697847209306,-47.4042568566303"
1527,@Rosalia_Carol,São João de Meriti,RJ,Região Sudeste,"-22.8062608831173,-43.3732941906965"
1528,@RoseMeliande,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1529,@RogrioCarlosde6,São José do Rio Preto,SP,Região Sudeste,"-20.811753130780602,-49.3761763331364"
1530,@Rogue_Boy10,Braga,RS,Região Sul,"-27.617815833178202,-53.7409736469232"
1531,@RojaArruda,Porto,PI,Região Nordeste,"-3.8917146289613513,-42.7115279722458"
1532,@Rosethe1rst,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1533,@RosileneCardsj,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
1534,@RossettoEmily,Itu,SP,Região Sudeste,"-23.254873689851,-47.293090690449"
1535,@RuanSantanna97,Cabo Frio,RJ,Região Sudeste,"-22.8899182938786,-42.0289596859096"
1536,@RubensBarreto10,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1537,@RubiaMake,Indaial,SC,Região Sul,"-26.8997277288311,-49.2358450002261"
1538,@Rufos70,Jacarezinho,PR,Região Sul,"-23.1595844081356,-49.9743089607858"
1539,@RuhPoc,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
1540,@Ruiva11040,Asunción,,,"-25.270902561003197,-57.6709457014283"
1541,@RuivaBrisa,Vila Velha,ES,Região Sudeste,"-20.3421870888842,-40.287803385123"
1542,@S2mgabi,Guaraçaí,SP,Região Sudeste,"-21.033320616957397,-51.2092229277227"
1543,@S7Vitor,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
1544,@SA0PEDR0,Céu Azul,PR,Região Sul,"-25.149339027655,-53.84192358049"
1545,@SCoiso,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1546,@SD_taynara,Bezerros,PE,Região Nordeste,"-8.233221993031469,-35.7962902298206"
1547,@SERGI0_JUNI0R,Santa Barbara d'Oeste,SP,Região Sudeste,"-22.755730886976103,-47.414710025443796"
1548,@SFiiusa,Quirinópolis,GO,Região Centro-Oeste,"-18.4476401204248,-50.4551080668427"
1549,@SGOurgente,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
1550,@SJlima2018,São Vicente,RN,Região Nordeste,"-6.219343774692152,-36.682996437088"
1551,@SMAC134,Campinas,SP,Região Sudeste,"-22.905822218783694,-47.066350129618904"
1552,@SabrinaBoingOF,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1553,@SPQR_Fifaria,Cantagalo,MG,Região Sudeste,"-18.522789240917,-42.6252900749978"
1554,@SabrinaRosaMs,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1555,@Saah_Machaado,Blumenau,SC,Região Sul,"-26.915982263256396,-49.0713309620035"
1556,@SaamanthaDuque,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
1557,@SaantosBiel,Ariquemes,RO,Região Norte,"-9.90611592559483,-63.032975088345395"
1558,@SPerlamagna,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1559,@S_Meneezes,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1560,@Saacii,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
1561,@Sal_De_SalPicao,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
1562,@SalemTamir,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1563,@SamaraBranca31,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1564,@SamiraTrem,Mangueirinha,PR,Região Sul,"-25.9425717191991,-52.1747183607339"
1565,@Samirasilva_o,Castelo,ES,Região Sudeste,"-20.6037365165973,-41.2034859783311"
1566,@SampaioGizela,Mato Grosso,PB,Região Nordeste,"-6.541357607587661,-37.714854193824294"
1567,@SahhMendes_,Santana,AP,Região Norte,"-12.9796603703566,-44.0509986670792"
1568,@Sahmuofc,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
1569,@Saidomeutwt,Cabo Frio,RJ,Região Sudeste,"-22.8899182938786,-42.0289596859096"
1570,@Same_Asem_,Santo André,PB,Região Nordeste,"-7.220208844282169,-36.6316342062734"
1571,@Samir_arnous,Guarapari,ES,Região Sudeste,"-20.6777312198163,-40.5096010620555"
1572,@Samira2106,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1573,@Sampaio_eng,Porto,PI,Região Nordeste,"-3.8917146289613513,-42.7115279722458"
1574,@SamxxMA,Vitória,ES,Região Sudeste,"-20.316436299583106,-40.313497603987706"
1575,@Sanchwws,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1576,@SantinhaMay,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1577,@SrAwntson,Santos,SP,Região Sudeste,"-23.9540242306511,-46.3354403061774"
1578,@SrSaraiva3,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1579,@Sr_Resendes,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1580,@SrtaGabriellyV,Petrópolis,RJ,Região Sudeste,"-22.5204473163166,-43.192985126326285"
1581,@Srta_Garcia23,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1582,@St3ph4n_y,Itabira,MG,Região Sudeste,"-19.624409540490397,-43.23159526015"
1583,@StanleyViana3,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1584,@SteAndrade6,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
1585,@SteehFanny,Guarujá,SP,Região Sudeste,"-23.989279535006,-46.258356884327604"
1586,@StephanyMarce17,Uberlândia,MG,Região Sudeste,"-18.914602392811602,-48.2753315128239"
1587,@Stephany_salct,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1588,@SthefanyKenya1,Itabaiana,PB,Região Nordeste,"-7.33605138729041,-35.3370906833005"
1589,@StvanBrayan,Santo Antônio da Patrulha,RS,Região Sul,"-29.8272503339219,-50.51793759205971"
1590,@SubtilCarolina,Espírito Santo,RN,Região Nordeste,"-6.33291257920622,-35.311739347146286"
1591,@Sucessocria,Taquara,RS,Região Sul,"-29.6509521636934,-50.7757275236831"
1592,@Suellenn21G,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1593,@Sunflow06283112,Maringá,PR,Região Sul,"-23.4210097512809,-51.93373105595101"
1594,@Surtadonaaah,Igrejinha,RS,Região Sul,"-29.569798971008396,-50.7923432739915"
1595,@SusiRivotril,João Pessoa,PB,Região Nordeste,"-7.11592917061141,-34.8646960588407"
1596,@TNLinoos,Santa Cruz,RN,Região Nordeste,"-6.22516518618205,-36.0195925753358"
1597,@TOFebreAmarela,Bauru,SP,Região Sudeste,"-22.3250383795231,-49.087553747310494"
1598,@TTdajuhsouza,Caratinga,MG,Região Sudeste,"-19.7872814033145,-42.1295748143056"
1599,@TTdoEduh,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
1600,@TVJandaya,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
1601,@SuzyHSRibeiro,Feira de Santana,BA,Região Nordeste,"-12.266875258915801,-38.966615330599296"
1602,@TLqGos,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1603,@TLtreinador,Juiz de Fora,MG,Região Sudeste,"-21.7600012962083,-43.3401301812582"
1604,@TaiMiranda07,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1605,@TaianeM69576395,Santa Maria,RN,Região Nordeste,"-5.83843286326394,-35.691701948472904"
1606,@TailorAguiar013,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
1607,@Ta0509p,Vitória,ES,Região Sudeste,"-20.316436299583106,-40.313497603987706"
1608,@TaTtiaguin,Natal,RN,Região Nordeste,"-5.79438865686087,-35.1991825508821"
1609,@Taaainaf,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1610,@Tairisalvess,Cajati,SP,Região Sudeste,"-24.727823085352398,-48.1109420784927"
1611,@Taispetacularzi,Franca,SP,Região Sudeste,"-20.535697847209306,-47.4042568566303"
1612,@TalySlr_Araujo,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1613,@TamirisAzvd,Campos dos Goytacazes,RJ,Região Sudetes,"-21.762656753133893,-41.3184115835903"
1614,@Tamie_nagata,Pouso Alegre,MG,Região Sudeste,"-22.2270668561907,-45.9393255519298"
1615,@Tamilis_leal,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
1616,@TangerLucas,São José,SC,Região Sul,"-27.6140611374866,-48.6370336992889"
1617,@Tatah24491767,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1618,@Tathiolive,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1619,@TatyIzquierdo,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1620,@Tauriina23,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1621,@Taylramos,Rio Grande,RS,Região Sul,"-32.0353548621106,-52.1075197150801"
1622,@Technical_Ecsta,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
1623,@TerezaSylvio,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1624,@Testalindars,Belford Roxo,RJ,Região Sudeste,"-22.7645266785395,-43.3995842650222"
1625,@ThaaisLoopess,Guadalupe,PI,Região Nordeste,"-6.7832597366134,-43.559789766207714"
1626,@TeikeMeOut,Contagem,MG,Região Sudeste,"-19.9325518657098,-44.054292070656004"
1627,@TekoAita,Santa Maria,RN,Região Nordeste,"-5.83843286326394,-35.691701948472904"
1628,@Terere140413,Guarulhos,SP,Região Sudeste,"-23.4542372278899,-46.5337451474112"
1629,@ThaamyCamargo,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1630,@ThaiReis04,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1631,@Thaian_,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1632,@Thaiis_Sampaiio,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1633,@ThaisFe18,Juiz de Fora,MG,Região Sudeste,"-21.7600012962083,-43.3401301812582"
1634,@ThaisOli21,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1635,@Thaisaaraujoc,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
1636,@Thallitapaiva69,Maricá,RJ,Região Sudeste,"-22.935920612649106,-42.8249575990061"
1637,@ThallytaKathle2,Angra dos Reis,RJ,Região Sudeste,"-23.0015572889087,-44.3199414633057"
1638,@ThatacondackBFR,Itaguaí,RJ,Região Sudeste,"-22.8640501196905,-43.7801982540179"
1639,@Thaylouka,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1640,@ThaynaraMartini,Ouro Verde,SP,Região Sudeste,"-26.692497792752103,-52.3112920795642"
1641,@Thayane_park,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
1642,@Thaynaviana01,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1643,@ThaylaAlvss,Florianópolis,SC,Região Sul,"-27.5954547370575,-48.5485480467415"
1644,@Thaylanevieira7,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1645,@Thathamartinns,Niterói,RJ,Região Sudeste,"-22.883695780715605,-43.1037394672983"
1646,@ThatuNunes,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1647,@Therealrodrigo,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1648,@ThglRibeiro,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
1649,@Thgurgell,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1650,@ThayssaPear,Rio Bonito,RJ,Região Sudeste,"-22.718596312960898,-42.6279425869814"
1651,@TheFamousTreta,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
1652,@TheodoroFlavyne,Alcobaça,BA,Região Nordeste,"-17.5199400504087,-39.2039409926974"
1653,@Thi_mixerr,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
1654,@Thiago_X237,Santo André,PB,Região Nordeste,"-7.220208844282169,-36.6316342062734"
1655,@Thiagoafl,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
1656,@ThmilaB,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
1657,@ThullyVicentin,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
1658,@Thiago_calvees,Ponta Grossa,PR,Região Sul,"-25.092095789780196,-50.1672145640905"
1659,@Thuthuzin_fds,Barra do Ribeiro,RS,Região Sul,"-30.294364386609,-51.3018139247117"
1660,@Thiago_de_Boas,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
1661,@TiaDoZap6,Marília,SP,Região Sudeste,"-22.2175748700335,-49.950476949361494"
